,Response Time seconds,Battalion,Year_Month,,,
21350,211,B02,2019-08,,,
21351,694,B02,2019-08,,,
21354,833,B02,2019-08,,,
21358,121,B02,2019-08,,,
21361,191,B02,2019-08,,,
21377,628,B02,2019-08,,,
21383,713,B02,2019-08,,,
21392,353,B02,2019-08,,,
21399,413,B02,2019-08,,,
21400,429,B02,2019-08,,,
21401,417,B02,2019-08,,,
21402,757,B02,2019-08,,,
21404,352,B02,2019-08,,,
21407,136,B02,2019-08,,,
21408,296,B02,2019-08,,,
21409,420,B02,2019-08,,,
21411,184,B02,2019-08,,,
21414,460,B02,2019-08,,,
21415,680,B02,2019-08,,,
21417,372,B02,2019-08,,,
21424,528,B02,2019-08,,,
21432,257,B02,2019-08,,,
21435,452,B02,2019-08,,,
21439,329,B02,2019-08,,,
21443,458,B02,2019-08,,,
21454,396,B02,2019-08,,,
21461,478,B02,2019-08,,,
21465,680,B02,2019-08,,,
21466,377,B02,2019-08,,,
21470,457,B02,2019-08,,,
21473,267,B02,2019-08,,,
21476,259,B02,2019-08,,,
21478,737,B02,2019-08,,,
21486,597,B02,2019-08,,,
21504,301,B02,2019-08,,,
21505,437,B02,2019-08,,,
21508,391,B02,2019-08,,,
21512,374,B02,2019-08,,,
21516,368,B02,2019-08,,,
21517,249,B02,2019-08,,,
21520,384,B02,2019-08,,,
21522,538,B02,2019-08,,,
21523,192,B02,2019-08,,,
21530,507,B02,2019-08,,,
21545,146,B02,2019-08,,,
21548,167,B02,2019-08,,,
21588,438,B02,2019-08,,,
21593,384,B02,2019-08,,,
21595,279,B02,2019-08,,,
21603,349,B02,2019-08,,,
21605,1034,B02,2019-08,,,
21614,837,B02,2019-08,,,
21624,1159,B02,2019-08,,,
21625,397,B02,2019-08,,,
21627,701,B02,2019-08,,,
21639,826,B02,2019-08,,,
21644,208,B02,2019-08,,,
21650,375,B02,2019-08,,,
21655,485,B02,2019-08,,,
21658,383,B02,2019-08,,,
21662,1827,B02,2019-08,,,
21663,337,B02,2019-08,,,
21669,316,B02,2019-08,,,
21670,251,B02,2019-08,,,
21671,1079,B02,2019-08,,,
21676,607,B02,2019-08,,,
21679,341,B02,2019-08,,,
21681,229,B02,2019-08,,,
21684,208,B02,2019-08,,,
21685,286,B02,2019-08,,,
21705,771,B02,2019-08,,,
21710,341,B02,2019-08,,,
21712,379,B02,2019-08,,,
21713,0,B02,2019-08,,,
21723,204,B02,2019-08,,,
21732,537,B02,2019-08,,,
21734,864,B02,2019-08,,,
21738,305,B02,2019-08,,,
21749,216,B02,2019-08,,,
21755,201,B02,2019-08,,,
21760,384,B02,2019-08,,,
21768,713,B02,2019-08,,,
21777,394,B02,2019-08,,,
21785,850,B02,2019-08,,,
21794,1102,B02,2019-08,,,
21799,818,B02,2019-08,,,
21802,367,B02,2019-08,,,
21804,572,B02,2019-08,,,
21823,529,B02,2019-08,,,
21832,157,B02,2019-08,,,
21835,364,B02,2019-08,,,
21841,561,B02,2019-08,,,
21842,742,B02,2019-08,,,
21844,646,B02,2019-08,,,
21863,442,B02,2019-08,,,
21876,477,B02,2019-08,,,
21889,338,B02,2019-08,,,
21890,159,B02,2019-08,,,
21891,329,B02,2019-08,,,
21894,306,B02,2019-08,,,
21913,288,B02,2019-08,,,
21914,339,B02,2019-08,,,
21919,172,B02,2019-08,,,
21921,244,B02,2019-08,,,
21923,554,B02,2019-08,,,
21926,201,B02,2019-08,,,
21927,360,B02,2019-08,,,
21928,1093,B02,2019-08,,,
21929,325,B02,2019-08,,,
21930,461,B02,2019-08,,,
21936,381,B02,2019-08,,,
21940,202,B02,2019-08,,,
21942,512,B02,2019-08,,,
21944,313,B02,2019-08,,,
21966,256,B02,2019-08,,,
21971,328,B02,2019-08,,,
21974,575,B02,2019-08,,,
21983,204,B02,2019-08,,,
21986,369,B02,2019-08,,,
21987,375,B02,2019-08,,,
21993,517,B02,2019-08,,,
22007,131,B02,2019-08,,,
22012,265,B02,2019-08,,,
22016,0,B02,2019-08,,,
22019,442,B02,2019-08,,,
22022,511,B02,2019-08,,,
22025,837,B02,2019-08,,,
22040,345,B02,2019-08,,,
22042,303,B02,2019-08,,,
22047,213,B02,2019-08,,,
22051,292,B02,2019-08,,,
22056,368,B02,2019-08,,,
22064,235,B02,2019-08,,,
22070,515,B02,2019-08,,,
22082,715,B02,2019-08,,,
22086,665,B02,2019-08,,,
22087,454,B02,2019-08,,,
22089,0,B02,2019-08,,,
22091,310,B02,2019-08,,,
22100,454,B02,2019-08,,,
22102,286,B02,2019-08,,,
22103,430,B02,2019-08,,,
22110,192,B02,2019-08,,,
22122,459,B02,2019-08,,,
22128,415,B02,2019-08,,,
22139,330,B02,2019-08,,,
22140,407,B02,2019-08,,,
22143,978,B02,2019-08,,,
22145,524,B02,2019-08,,,
22152,407,B02,2019-08,,,
22154,149,B02,2019-08,,,
22158,237,B02,2019-08,,,
22161,301,B02,2019-08,,,
22166,407,B02,2019-08,,,
22167,1106,B02,2019-08,,,
22168,2131,B02,2019-08,,,
22169,437,B02,2019-08,,,
22170,488,B02,2019-08,,,
22176,321,B02,2019-08,,,
22182,921,B02,2019-08,,,
22185,1009,B02,2019-08,,,
